txn_ref_id,match_ref_id,source_system,match_system,score,status,match_details,amount,value_date
TXN-10006,TXN-10006,SOURCE_B,SOURCE_A,1.0,AUTO_RECONCILED,"{'ref_score': 1.0, 'amt_score': 1.0, 'date_score': 1.0, 'diff_amt': 0.0, 'diff_days': 0}",299.84,2023-10-01
TXN-10008,TXN-10008,SOURCE_B,SOURCE_A,1.0,AUTO_RECONCILED,"{'ref_score': 1.0, 'amt_score': 1.0, 'date_score': 1.0, 'diff_amt': 0.0, 'diff_days': 0}",3009.56,2023-10-01
TXN-10010,TXN-10010,SOURCE_B,SOURCE_A,1.0,AUTO_RECONCILED,"{'ref_score': 1.0, 'amt_score': 1.0, 'date_score': 1.0, 'diff_amt': 0.0, 'diff_days': 0}",112.72,2023-10-01
TXN-10017,TXN-10017,SOURCE_B,SOURCE_A,1.0,AUTO_RECONCILED,"{'ref_score': 1.0, 'amt_score': 1.0, 'date_score': 1.0, 'diff_amt': 0.0, 'diff_days': 0}",2628.53,2023-10-01
TXN-10041,TXN-10041,SOURCE_B,SOURCE_A,1.0,AUTO_RECONCILED,"{'ref_score': 1.0, 'amt_score': 1.0, 'date_score': 1.0, 'diff_amt': 0.0, 'diff_days': 0}",2480.93,2023-10-01
TXN-10049,TXN-10049,SOURCE_B,SOURCE_A,1.0,AUTO_RECONCILED,"{'ref_score': 1.0, 'amt_score': 1.0, 'date_score': 1.0, 'diff_amt': 0.0, 'diff_days': 0}",932.42,2023-10-01
TXN10081,TXN-10081,SOURCE_B,SOURCE_A,0.9706,AUTO_RECONCILED,"{'ref_score': 0.94, 'amt_score': 1.0, 'date_score': 1.0, 'diff_amt': 0.0, 'diff_days': 0}",3120.26,2023-10-01
TXN10084,TXN-10084,SOURCE_B,SOURCE_A,0.9706,AUTO_RECONCILED,"{'ref_score': 0.94, 'amt_score': 1.0, 'date_score': 1.0, 'diff_amt': 0.0, 'diff_days': 0}",1561.8,2023-10-01
TXN-10093,TXN-10093,SOURCE_B,SOURCE_A,1.0,AUTO_RECONCILED,"{'ref_score': 1.0, 'amt_score': 1.0, 'date_score': 1.0, 'diff_amt': 0.0, 'diff_days': 0}",2810.77,2023-10-01
TXN-10094,TXN-10094,SOURCE_B,SOURCE_A,1.0,AUTO_RECONCILED,"{'ref_score': 1.0, 'amt_score': 1.0, 'date_score': 1.0, 'diff_amt': 0.0, 'diff_days': 0}",3857.13,2023-10-01
TXN-10002,TXN-10002,SOURCE_B,SOURCE_A,1.0,AUTO_RECONCILED,"{'ref_score': 1.0, 'amt_score': 1.0, 'date_score': 1.0, 'diff_amt': 0.0, 'diff_days': 0}",3662.65,2023-10-02
TXN-10004,TXN-10004,SOURCE_B,SOURCE_A,1.0,AUTO_RECONCILED,"{'ref_score': 1.0, 'amt_score': 1.0, 'date_score': 1.0, 'diff_amt': 0.0, 'diff_days': 0}",788.53,2023-10-02
TXN-10015,TXN-10015,SOURCE_B,SOURCE_A,1.0,AUTO_RECONCILED,"{'ref_score': 1.0, 'amt_score': 1.0, 'date_score': 1.0, 'diff_amt': 0.0, 'diff_days': 0}",925.19,2023-10-02
TXN-10018,TXN-10018,SOURCE_B,SOURCE_A,1.0,AUTO_RECONCILED,"{'ref_score': 1.0, 'amt_score': 1.0, 'date_score': 1.0, 'diff_amt': 0.0, 'diff_days': 0}",2165.41,2023-10-02
TXN-10029,TXN-10029,SOURCE_B,SOURCE_A,1.0,AUTO_RECONCILED,"{'ref_score': 1.0, 'amt_score': 1.0, 'date_score': 1.0, 'diff_amt': 0.0, 'diff_days': 0}",241.79,2023-10-02
TXN-10030,TXN-10030,SOURCE_B,SOURCE_A,1.0,AUTO_RECONCILED,"{'ref_score': 1.0, 'amt_score': 1.0, 'date_score': 1.0, 'diff_amt': 0.0, 'diff_days': 0}",3041.65,2023-10-02
TXN-10032,TXN-10032,SOURCE_B,SOURCE_A,1.0,AUTO_RECONCILED,"{'ref_score': 1.0, 'amt_score': 1.0, 'date_score': 1.0, 'diff_amt': 0.0, 'diff_days': 0}",334.61,2023-10-02
TXN-10033,TXN-10033,SOURCE_B,SOURCE_A,1.0,AUTO_RECONCILED,"{'ref_score': 1.0, 'amt_score': 1.0, 'date_score': 1.0, 'diff_amt': 0.0, 'diff_days': 0}",4744.94,2023-10-02
TXN-10035,TXN-10035,SOURCE_B,SOURCE_A,1.0,AUTO_RECONCILED,"{'ref_score': 1.0, 'amt_score': 1.0, 'date_score': 1.0, 'diff_amt': 0.0, 'diff_days': 0}",4043.9,2023-10-02
TXN-10045,TXN-10045,SOURCE_B,SOURCE_A,1.0,AUTO_RECONCILED,"{'ref_score': 1.0, 'amt_score': 1.0, 'date_score': 1.0, 'diff_amt': 0.0, 'diff_days': 0}",3315.99,2023-10-02
TXN-10048,TXN-10048,SOURCE_B,SOURCE_A,1.0,AUTO_RECONCILED,"{'ref_score': 1.0, 'amt_score': 1.0, 'date_score': 1.0, 'diff_amt': 0.0, 'diff_days': 0}",2738.08,2023-10-02
TXN-10051,TXN-10051,SOURCE_B,SOURCE_A,1.0,AUTO_RECONCILED,"{'ref_score': 1.0, 'amt_score': 1.0, 'date_score': 1.0, 'diff_amt': 0.0, 'diff_days': 0}",3877.91,2023-10-02
TXN-10055,TXN-10055,SOURCE_B,SOURCE_A,1.0,AUTO_RECONCILED,"{'ref_score': 1.0, 'amt_score': 1.0, 'date_score': 1.0, 'diff_amt': 0.0, 'diff_days': 0}",4610.15,2023-10-02
TXN-10065,TXN-10065,SOURCE_B,SOURCE_A,0.95,AUTO_RECONCILED,"{'ref_score': 1.0, 'amt_score': 0.9, 'date_score': 0.9, 'diff_amt': 0.01, 'diff_days': 1}",2718.04,2023-10-02
TXN-10071,TXN-10071,SOURCE_B,SOURCE_A,0.95,AUTO_RECONCILED,"{'ref_score': 1.0, 'amt_score': 0.9, 'date_score': 0.9, 'diff_amt': 0.02, 'diff_days': 1}",1001.61,2023-10-02
TXN-10076,TXN-10076,SOURCE_B,SOURCE_A,0.95,AUTO_RECONCILED,"{'ref_score': 1.0, 'amt_score': 0.9, 'date_score': 0.9, 'diff_amt': 0.02, 'diff_days': 1}",3858.66,2023-10-02
TXN10082,TXN-10082,SOURCE_B,SOURCE_A,0.9706,AUTO_RECONCILED,"{'ref_score': 0.94, 'amt_score': 1.0, 'date_score': 1.0, 'diff_amt': 0.0, 'diff_days': 0}",1661.18,2023-10-02
TXN-10092,TXN-10092,SOURCE_B,SOURCE_A,1.0,AUTO_RECONCILED,"{'ref_score': 1.0, 'amt_score': 1.0, 'date_score': 1.0, 'diff_amt': 0.0, 'diff_days': 0}",3806.32,2023-10-02
TXN-10000,TXN-10000,SOURCE_B,SOURCE_A,1.0,AUTO_RECONCILED,"{'ref_score': 1.0, 'amt_score': 1.0, 'date_score': 1.0, 'diff_amt': 0.0, 'diff_days': 0}",1878.96,2023-10-03
TXN-10013,TXN-10013,SOURCE_B,SOURCE_A,1.0,AUTO_RECONCILED,"{'ref_score': 1.0, 'amt_score': 1.0, 'date_score': 1.0, 'diff_amt': 0.0, 'diff_days': 0}",1069.57,2023-10-03
TXN-10020,TXN-10020,SOURCE_B,SOURCE_A,1.0,AUTO_RECONCILED,"{'ref_score': 1.0, 'amt_score': 1.0, 'date_score': 1.0, 'diff_amt': 0.0, 'diff_days': 0}",3063.15,2023-10-03
TXN-10023,TXN-10023,SOURCE_B,SOURCE_A,1.0,AUTO_RECONCILED,"{'ref_score': 1.0, 'amt_score': 1.0, 'date_score': 1.0, 'diff_amt': 0.0, 'diff_days': 0}",1838.15,2023-10-03
TXN-10024,TXN-10024,SOURCE_B,SOURCE_A,1.0,AUTO_RECONCILED,"{'ref_score': 1.0, 'amt_score': 1.0, 'date_score': 1.0, 'diff_amt': 0.0, 'diff_days': 0}",2285.79,2023-10-03
TXN-10026,TXN-10026,SOURCE_B,SOURCE_A,1.0,AUTO_RECONCILED,"{'ref_score': 1.0, 'amt_score': 1.0, 'date_score': 1.0, 'diff_amt': 0.0, 'diff_days': 0}",1006.37,2023-10-03
TXN-10040,TXN-10040,SOURCE_B,SOURCE_A,1.0,AUTO_RECONCILED,"{'ref_score': 1.0, 'amt_score': 1.0, 'date_score': 1.0, 'diff_amt': 0.0, 'diff_days': 0}",618.97,2023-10-03
TXN-10044,TXN-10044,SOURCE_B,SOURCE_A,1.0,AUTO_RECONCILED,"{'ref_score': 1.0, 'amt_score': 1.0, 'date_score': 1.0, 'diff_amt': 0.0, 'diff_days': 0}",1301.31,2023-10-03
TXN-10050,TXN-10050,SOURCE_B,SOURCE_A,1.0,AUTO_RECONCILED,"{'ref_score': 1.0, 'amt_score': 1.0, 'date_score': 1.0, 'diff_amt': 0.0, 'diff_days': 0}",4848.23,2023-10-03
TXN-10052,TXN-10052,SOURCE_B,SOURCE_A,1.0,AUTO_RECONCILED,"{'ref_score': 1.0, 'amt_score': 1.0, 'date_score': 1.0, 'diff_amt': 0.0, 'diff_days': 0}",4698.1,2023-10-03
TXN-10053,TXN-10053,SOURCE_B,SOURCE_A,1.0,AUTO_RECONCILED,"{'ref_score': 1.0, 'amt_score': 1.0, 'date_score': 1.0, 'diff_amt': 0.0, 'diff_days': 0}",4475.19,2023-10-03
TXN-10068,TXN-10068,SOURCE_B,SOURCE_A,0.95,AUTO_RECONCILED,"{'ref_score': 1.0, 'amt_score': 0.9, 'date_score': 0.9, 'diff_amt': 0.01, 'diff_days': 1}",382.0,2023-10-03
TXN-10070,TXN-10070,SOURCE_B,SOURCE_A,0.95,AUTO_RECONCILED,"{'ref_score': 1.0, 'amt_score': 0.9, 'date_score': 0.9, 'diff_amt': 0.02, 'diff_days': 1}",3863.48,2023-10-03
TXN-10075,TXN-10075,SOURCE_B,SOURCE_A,0.95,AUTO_RECONCILED,"{'ref_score': 1.0, 'amt_score': 0.9, 'date_score': 0.9, 'diff_amt': 0.02, 'diff_days': 1}",3647.73,2023-10-03
TXN-10005,TXN-10005,SOURCE_B,SOURCE_A,1.0,AUTO_RECONCILED,"{'ref_score': 1.0, 'amt_score': 1.0, 'date_score': 1.0, 'diff_amt': 0.0, 'diff_days': 0}",788.41,2023-10-04
TXN-10016,TXN-10016,SOURCE_B,SOURCE_A,1.0,AUTO_RECONCILED,"{'ref_score': 1.0, 'amt_score': 1.0, 'date_score': 1.0, 'diff_amt': 0.0, 'diff_days': 0}",1528.17,2023-10-04
TXN-10022,TXN-10022,SOURCE_B,SOURCE_A,1.0,AUTO_RECONCILED,"{'ref_score': 1.0, 'amt_score': 1.0, 'date_score': 1.0, 'diff_amt': 0.0, 'diff_days': 0}",1467.8,2023-10-04
TXN-10027,TXN-10027,SOURCE_B,SOURCE_A,1.0,AUTO_RECONCILED,"{'ref_score': 1.0, 'amt_score': 1.0, 'date_score': 1.0, 'diff_amt': 0.0, 'diff_days': 0}",2576.03,2023-10-04
TXN-10034,TXN-10034,SOURCE_B,SOURCE_A,1.0,AUTO_RECONCILED,"{'ref_score': 1.0, 'amt_score': 1.0, 'date_score': 1.0, 'diff_amt': 0.0, 'diff_days': 0}",4828.5,2023-10-04
TXN-10043,TXN-10043,SOURCE_B,SOURCE_A,1.0,AUTO_RECONCILED,"{'ref_score': 1.0, 'amt_score': 1.0, 'date_score': 1.0, 'diff_amt': 0.0, 'diff_days': 0}",4547.51,2023-10-04
TXN-10046,TXN-10046,SOURCE_B,SOURCE_A,1.0,AUTO_RECONCILED,"{'ref_score': 1.0, 'amt_score': 1.0, 'date_score': 1.0, 'diff_amt': 0.0, 'diff_days': 0}",1565.44,2023-10-04
TXN-10058,TXN-10058,SOURCE_B,SOURCE_A,1.0,AUTO_RECONCILED,"{'ref_score': 1.0, 'amt_score': 1.0, 'date_score': 1.0, 'diff_amt': 0.0, 'diff_days': 0}",235.68,2023-10-04
TXN-10078,TXN-10078,SOURCE_B,SOURCE_A,0.95,AUTO_RECONCILED,"{'ref_score': 1.0, 'amt_score': 0.9, 'date_score': 0.9, 'diff_amt': 0.02, 'diff_days': 1}",1798.72,2023-10-04
TXN-10001,TXN-10001,SOURCE_B,SOURCE_A,1.0,AUTO_RECONCILED,"{'ref_score': 1.0, 'amt_score': 1.0, 'date_score': 1.0, 'diff_amt': 0.0, 'diff_days': 0}",4754.06,2023-10-05
TXN-10003,TXN-10003,SOURCE_B,SOURCE_A,1.0,AUTO_RECONCILED,"{'ref_score': 1.0, 'amt_score': 1.0, 'date_score': 1.0, 'diff_amt': 0.0, 'diff_days': 0}",2997.31,2023-10-05
TXN-10011,TXN-10011,SOURCE_B,SOURCE_A,1.0,AUTO_RECONCILED,"{'ref_score': 1.0, 'amt_score': 1.0, 'date_score': 1.0, 'diff_amt': 0.0, 'diff_days': 0}",4849.85,2023-10-05
TXN-10019,TXN-10019,SOURCE_B,SOURCE_A,1.0,AUTO_RECONCILED,"{'ref_score': 1.0, 'amt_score': 1.0, 'date_score': 1.0, 'diff_amt': 0.0, 'diff_days': 0}",1463.23,2023-10-05
TXN-10021,TXN-10021,SOURCE_B,SOURCE_A,1.0,AUTO_RECONCILED,"{'ref_score': 1.0, 'amt_score': 1.0, 'date_score': 1.0, 'diff_amt': 0.0, 'diff_days': 0}",706.07,2023-10-05
TXN-10025,TXN-10025,SOURCE_B,SOURCE_A,1.0,AUTO_RECONCILED,"{'ref_score': 1.0, 'amt_score': 1.0, 'date_score': 1.0, 'diff_amt': 0.0, 'diff_days': 0}",3928.03,2023-10-05
TXN-10028,TXN-10028,SOURCE_B,SOURCE_A,1.0,AUTO_RECONCILED,"{'ref_score': 1.0, 'amt_score': 1.0, 'date_score': 1.0, 'diff_amt': 0.0, 'diff_days': 0}",2966.15,2023-10-05
TXN-10031,TXN-10031,SOURCE_B,SOURCE_A,1.0,AUTO_RECONCILED,"{'ref_score': 1.0, 'amt_score': 1.0, 'date_score': 1.0, 'diff_amt': 0.0, 'diff_days': 0}",860.92,2023-10-05
TXN-10036,TXN-10036,SOURCE_B,SOURCE_A,1.0,AUTO_RECONCILED,"{'ref_score': 1.0, 'amt_score': 1.0, 'date_score': 1.0, 'diff_amt': 0.0, 'diff_days': 0}",1530.02,2023-10-05
TXN-10061,TXN-10061,SOURCE_B,SOURCE_A,0.95,AUTO_RECONCILED,"{'ref_score': 1.0, 'amt_score': 0.9, 'date_score': 0.9, 'diff_amt': 0.01, 'diff_days': 1}",1364.04,2023-10-05
TXN-10062,TXN-10062,SOURCE_B,SOURCE_A,0.95,AUTO_RECONCILED,"{'ref_score': 1.0, 'amt_score': 0.9, 'date_score': 0.9, 'diff_amt': 0.01, 'diff_days': 1}",4145.389999999999,2023-10-05
TXN-10063,TXN-10063,SOURCE_B,SOURCE_A,0.95,AUTO_RECONCILED,"{'ref_score': 1.0, 'amt_score': 0.9, 'date_score': 0.9, 'diff_amt': 0.01, 'diff_days': 1}",1790.21,2023-10-05
TXN-10064,TXN-10064,SOURCE_B,SOURCE_A,0.95,AUTO_RECONCILED,"{'ref_score': 1.0, 'amt_score': 0.9, 'date_score': 0.9, 'diff_amt': 0.02, 'diff_days': 1}",1411.84,2023-10-05
TXN-10066,TXN-10066,SOURCE_B,SOURCE_A,0.95,AUTO_RECONCILED,"{'ref_score': 1.0, 'amt_score': 0.9, 'date_score': 0.9, 'diff_amt': 0.02, 'diff_days': 1}",713.19,2023-10-05
TXN-10090,TXN-10090,SOURCE_B,SOURCE_A,1.0,AUTO_RECONCILED,"{'ref_score': 1.0, 'amt_score': 1.0, 'date_score': 1.0, 'diff_amt': 0.0, 'diff_days': 0}",606.78,2023-10-05
TXN-10007,TXN-10007,SOURCE_B,SOURCE_A,1.0,AUTO_RECONCILED,"{'ref_score': 1.0, 'amt_score': 1.0, 'date_score': 1.0, 'diff_amt': 0.0, 'diff_days': 0}",4332.22,2023-10-06
TXN-10009,TXN-10009,SOURCE_B,SOURCE_A,1.0,AUTO_RECONCILED,"{'ref_score': 1.0, 'amt_score': 1.0, 'date_score': 1.0, 'diff_amt': 0.0, 'diff_days': 0}",3543.28,2023-10-06
TXN-10012,TXN-10012,SOURCE_B,SOURCE_A,1.0,AUTO_RECONCILED,"{'ref_score': 1.0, 'amt_score': 1.0, 'date_score': 1.0, 'diff_amt': 0.0, 'diff_days': 0}",4163.89,2023-10-06
TXN-10014,TXN-10014,SOURCE_B,SOURCE_A,1.0,AUTO_RECONCILED,"{'ref_score': 1.0, 'amt_score': 1.0, 'date_score': 1.0, 'diff_amt': 0.0, 'diff_days': 0}",917.31,2023-10-06
TXN-10037,TXN-10037,SOURCE_B,SOURCE_A,1.0,AUTO_RECONCILED,"{'ref_score': 1.0, 'amt_score': 1.0, 'date_score': 1.0, 'diff_amt': 0.0, 'diff_days': 0}",497.38,2023-10-06
TXN-10038,TXN-10038,SOURCE_B,SOURCE_A,1.0,AUTO_RECONCILED,"{'ref_score': 1.0, 'amt_score': 1.0, 'date_score': 1.0, 'diff_amt': 0.0, 'diff_days': 0}",3424.32,2023-10-06
TXN-10039,TXN-10039,SOURCE_B,SOURCE_A,1.0,AUTO_RECONCILED,"{'ref_score': 1.0, 'amt_score': 1.0, 'date_score': 1.0, 'diff_amt': 0.0, 'diff_days': 0}",2206.36,2023-10-06
TXN-10042,TXN-10042,SOURCE_B,SOURCE_A,1.0,AUTO_RECONCILED,"{'ref_score': 1.0, 'amt_score': 1.0, 'date_score': 1.0, 'diff_amt': 0.0, 'diff_days': 0}",181.6,2023-10-06
TXN-10047,TXN-10047,SOURCE_B,SOURCE_A,1.0,AUTO_RECONCILED,"{'ref_score': 1.0, 'amt_score': 1.0, 'date_score': 1.0, 'diff_amt': 0.0, 'diff_days': 0}",2605.14,2023-10-06
TXN-10054,TXN-10054,SOURCE_B,SOURCE_A,1.0,AUTO_RECONCILED,"{'ref_score': 1.0, 'amt_score': 1.0, 'date_score': 1.0, 'diff_amt': 0.0, 'diff_days': 0}",2993.52,2023-10-06
TXN-10056,TXN-10056,SOURCE_B,SOURCE_A,1.0,AUTO_RECONCILED,"{'ref_score': 1.0, 'amt_score': 1.0, 'date_score': 1.0, 'diff_amt': 0.0, 'diff_days': 0}",451.58,2023-10-06
TXN-10057,TXN-10057,SOURCE_B,SOURCE_A,1.0,AUTO_RECONCILED,"{'ref_score': 1.0, 'amt_score': 1.0, 'date_score': 1.0, 'diff_amt': 0.0, 'diff_days': 0}",987.95,2023-10-06
TXN-10059,TXN-10059,SOURCE_B,SOURCE_A,1.0,AUTO_RECONCILED,"{'ref_score': 1.0, 'amt_score': 1.0, 'date_score': 1.0, 'diff_amt': 0.0, 'diff_days': 0}",1633.4,2023-10-06
TXN-10072,TXN-10072,SOURCE_B,SOURCE_A,0.95,AUTO_RECONCILED,"{'ref_score': 1.0, 'amt_score': 0.9, 'date_score': 0.9, 'diff_amt': 0.02, 'diff_days': 1}",37.54,2023-10-06
TXN-10073,TXN-10073,SOURCE_B,SOURCE_A,0.95,AUTO_RECONCILED,"{'ref_score': 1.0, 'amt_score': 0.9, 'date_score': 0.9, 'diff_amt': 0.01, 'diff_days': 1}",4079.16,2023-10-06
TXN-10077,TXN-10077,SOURCE_B,SOURCE_A,0.95,AUTO_RECONCILED,"{'ref_score': 1.0, 'amt_score': 0.9, 'date_score': 0.9, 'diff_amt': 0.02, 'diff_days': 1}",379.46,2023-10-06
TXN10080,TXN-10080,SOURCE_B,SOURCE_A,0.9706,AUTO_RECONCILED,"{'ref_score': 0.94, 'amt_score': 1.0, 'date_score': 1.0, 'diff_amt': 0.0, 'diff_days': 0}",4316.89,2023-10-06
TXN10083,TXN-10083,SOURCE_B,SOURCE_A,0.9706,AUTO_RECONCILED,"{'ref_score': 0.94, 'amt_score': 1.0, 'date_score': 1.0, 'diff_amt': 0.0, 'diff_days': 0}",327.16,2023-10-06
TXN-10091,TXN-10091,SOURCE_B,SOURCE_A,1.0,AUTO_RECONCILED,"{'ref_score': 1.0, 'amt_score': 1.0, 'date_score': 1.0, 'diff_amt': 0.0, 'diff_days': 0}",3569.09,2023-10-06
TXN-10060,TXN-10060,SOURCE_B,SOURCE_A,0.95,AUTO_RECONCILED,"{'ref_score': 1.0, 'amt_score': 0.9, 'date_score': 0.9, 'diff_amt': 0.01, 'diff_days': 1}",1949.49,2023-10-07
TXN-10067,TXN-10067,SOURCE_B,SOURCE_A,0.95,AUTO_RECONCILED,"{'ref_score': 1.0, 'amt_score': 0.9, 'date_score': 0.9, 'diff_amt': 0.02, 'diff_days': 1}",4012.98,2023-10-07
TXN-10069,TXN-10069,SOURCE_B,SOURCE_A,0.95,AUTO_RECONCILED,"{'ref_score': 1.0, 'amt_score': 0.9, 'date_score': 0.9, 'diff_amt': 0.02, 'diff_days': 1}",4934.549999999999,2023-10-07
TXN-10074,TXN-10074,SOURCE_B,SOURCE_A,0.95,AUTO_RECONCILED,"{'ref_score': 1.0, 'amt_score': 0.9, 'date_score': 0.9, 'diff_amt': 0.01, 'diff_days': 1}",3537.21,2023-10-07
TXN-10079,TXN-10079,SOURCE_B,SOURCE_A,0.95,AUTO_RECONCILED,"{'ref_score': 1.0, 'amt_score': 0.9, 'date_score': 0.9, 'diff_amt': 0.01, 'diff_days': 1}",588.2,2023-10-07
